赚,半数嫌贵
柒,渭滨八十独垂钩
柒,７８．３
柒,酒后不准人开车
柒,流水落花春去也
柒,783
柒,一钩斜月柳河西
柒,先法后案分皂白
柒,春残花落西湖边
魆,阎罗王持刀在前
埴,为一佣钱惹是非
窕,帘下儿锁
窕,帘下儿锁一钩
窕,儿在窗前绕帘钩
窕,帘下儿牵挂
氰,春风
梅,沐浴林海暗香来
梅,东林每见报春花
梅,枚乘下堂来
梅,唯见亮堂朱颜改
梅,堂前斜燕伴春归
梅,东海无定波
梅,染毒之后人形改
梅,乘桴海上任飘浮
梅,每到春来海棠半开
梅,后悔村前曾相会
梅,红梅半放海东头
梅,林海无边
梅,悔不用心枉前生
冒,既能说又能看
冒,欲语泪先流
冒,会说话的眼睛
漩,宁波中转
者,大地披银装
者,今天高考
者,日照斜枝上半墙
者,一阴一阳之谓道
者,夏日消融
者,已是有目共睹，何必诸位多言
者,有目共睹
者,泉水清溢出地层
必,一箭穿心
必,一箭三星伴新月
必,小船儿轻轻飘荡在水中
必,逢人面带三分笑
必,一叶兰舟，便恁只桨凌波去
必,心如刀刺
必,心被刀割
必,一只广锅炒黄豆，铲穿锅子不会漏
必,击揖正中流
必,欹帆侧舵入波涛
必,浪淹孤舟一桨斜
必,竹杆撑舟浪里行
必,江平孤帆独荡浆
必,红颜未老恩先断
必,小船儿轻轻地摇荡在水中
必,激浪孤舟一桨斜
必,人残心不残
帽,日落秋波帘半卷
帽,放眼南昌市
瞌,泪水一抹去磕头
神,祖先一统定华夏
神,再进一点上海服装
神,不到一点抵上海
神,日蛔竖不加点
神,中字加横不加点
神,曰字加竖不加点
神,日加直不加点
神,来上海添点成衣
神,一点不如猴
神,先祖当是猴子变
恍,仿佛先后忆当初
恍,一见小儿记前情
恍,全党上下一条心
图,拆了围墙便觉冷
图,外面会说话，里面飘雪花，里外合起来。
图,不关春夏秋
图,园内荒芜怜冬眠
图,四面不透风里面刺骨寒
图,四时方入画
图,四季园中尽画幅
图,四四方方一间房，里面住着冬姑娘。
图,四面不透风，里面刺骨寒
液,夜泊未遇李青莲
液,小雨连宵打叶声
眬,眼前一片绿茵笼
眬,眼中只有一点龙
眬,独眼龙
眬,眼前一片绿荫笼
眬,眼前唯有一条龙
禄,福星拱照山水间
翢,一周复习一天
翢,一周复习
翢,周末复习
衷,夏装旗袍共长衫
衷,心里简直太悲伤
衷,中外服装
蔼,来者亮出卧龙名
蔼,来者诸葛亮也
亿,此人排行第二
亿,休恃艺高便占先
亿,团结万万众，分开只一人
亿,数数仅三笔，算算有万万。
诤,论战
诤,舌战
磥,石累累，累也累
磥,石累
丹,半册多点
丹,伤心的月，似挂在天际的泪滴
丹,一痕残月一孤星
丹,眉月孤星落归舟
丹,六根清静无用心
笊,竹景轻摇瓜蒂落
笊,个个争先喜上爪
笊,幽篁叠影留爪痕
閷,杀头犹如闪电
鄤,转眼明月落，又到郑州
鄤,转眼明月落，又见曼陀罗
鄤,转眼东邻又相逢
鄤,转眼又到东郊
鄤,转眼东邻又一日
拿,鼓掌
拿,手挽伊人结同心
拿,一人一张口口下长只手
拿,和尚拜佛
拿,作揖
袬,云南衣
袬,云南布衣
袬,云南服饰
鈪,厄运当前，金厂相伴
鈪,厄运当前，金厂相助
缃,放眼红梅已半开
缃,维权不难，就在眼前
郅,大旗迎风屋顶飘
郅,一直去到陕西
郅,送至陕西
郅,东都至陕西
柳,如此闲聊闻不得
柳,不把卿相放眼里
柳,守在株边待兔来
柳,玉兔迎春
柳,松桂四时色
柳,早春二月
柳,巢底无完卵
柳,守株待兔
柳,东方日出时
柳,四时春
轿,去川中先斩后奏
轿,娇女出游下辇来
危,虚空斜月影，万里一钩悬
危,已到厂内争上进
危,顾前不顾后，只为要争先
砾,白头同心喜盈盈
砾,山远岩清承所欢
砾,石乐当头
砾,石乐之声
砾,石乐
砾,石乐山
砾,石乐无边
赓,花城拾贝慧心人
廿,甘心独自归
廿,甘愿饿肚子
查,一去无音讯
查,一去无消息
查,拂晓枝头叫声喳
查,天上明月泻春色
查,疏林半树，落日平桥
查,一别音容两渺茫
查,变相搜索
查,一去无踪影
查,东方欲晓喜鹊鸣
查,春天半雨半晴
查,枝头落日隐余金
查,但见春归人未归
查,木落鸡鸣时，一去无消息
秫,三十六计何为先
秫,黛玉眉梢犹带泪
秫,春掩残香漠漠苔
秫,新月孤星挂上林
秫,新月孤星柳梢头
碚,立石碑
碚,站在石头上
榨,昨夜西楼帘半掩
榨,窗前乍见晚梅开
曙,早上署名
曙,早上署
曙,天气晴好署前方
曙,天天署
曙,天天署名
缣,不计前嫌团结紧
缣,不计前嫌团结一心
缣,不计前嫌团结一致
掾,断指再续续前缘
掾,断指再续前缘
灾,重点靠人坐高官
灾,容貌欠端方
灾,宜先入南
灾,家中着火猪走失
灾,高空排雁行
胺,四周寂无声
胺,佳人赏月临窗前
胺,宓妃方去素娥来
铭,多少钱
铭,秋凉一夕人方归
铭,金秋一到名声传
铭,秋凉一夕人离去
铭,秋后名声传
趵,的的白光照路边
隳,隋炀帝即位
誖,十载桥头相聚成知音
誖,十载桥头相会成知音
攮,提前购入便囊
攮,着手囊中
真,离津之后到云南
真,建起楼房皆八层
真,十分具体无虚假
真,云南大旱
真,三点到云南
真,浑似气象百页箱
真,田间俱备
贉,早上买东西，先收钱再说货
贉,早上买东西，先收钱再说。
笨,竹子连根
笨,一个个都不出头
笨,本来就不聪明
笨,泪尽湘竹添一痕
笨,编
喜,十一双方皆怀念
喜,相思切，相思苦，休挂念欢乐时光，且把愁来对。
喜,古来相思有离合
喜,自古离别惹相思
喜,十粒豆豆入口来
喜,吕布前头多是非
喜,奉孝出城软无力
喜,自古离别起相思
术,无头案上露疑点
术,一点不出头
术,多一点能下锅，少一点能烧火。
术,心上犯怵
术,一字十八点
术,梅西右肩顶球
术,春种一粒粟
术,一点春
术,又获得发球权
术,人已退休，专心谜艺
术,离休前作点贡献
术,摆脱困境有点子
演,公正为先，油水不沾，法官之首要也
演,黎明的河边
演,学油了，变的不得了了
演,虎跑泉
演,八点以前准由西北去南宁
演,载歌载舞，为八一夺冠加油
向,听相声台下有响应
向,其音象，其形象，何其相象也
向,纵写一句便如何
向,同心改革向前进
葞,躬身自弃弭草泽
浚,骏马飞驰西游还
崞,子在山西巧安排
崞,子路先行到南岳
崞,子在山东巧安排
崞,登上南岳享清福
崞,登上南岳享清高
赴,计定之后再占卜
赴,预测其趋向
赴,择日而行
险,一一排队上学来
险,剑影刀光动旌旗
险,剑影刀光上阵前
险,高兴当上一队长
险,一到陕西人高兴
险,高举改革大旗
孑,牵提荡子心
窟,高空山山无云层
窟,穴居屈就放哭声
窟,帘上残月映重山
锯,秋叶飘零落屋前
锯,住在黄金屋
锯,始听南屏钟
斟,战争剧
弧,张省长关怀孤儿
浏,晴雯别后泪淋漓
浏,提刀泪洒刻遗文
叩,命里注定靠一人
叩,相依为命唯一人
叩,一人投命
叩,命中没有莫求人
叩,四方旗帜迎风展
叩,杏花村前酒旗风
叩,回去一大半，却又没有去
叩,一人之命
叩,一介书生，达人知命
毒,主上变态母后来
毒,水月清光到堂前
轰,炮打双车
轰,停车观树见村落
腙,新月挂枝头，邀上客共赏
腙,宗庙毁后月当头
腙,新月挂枝头，邀人共赏月
腙,新月挂枝头，邀人共仰首
腙,玉兔迎春上宫前
腙,清光如注照高宗
鲙,山东赴会
鲙,山东省阴有云
逯,水随山转去不还
佛,张先生携人去川中
佛,他先拂手而去
佛,一个人，两只脚，在弯曲的道路上行走。
佛,低消费，俭为先。
佛,人佩一弓带二矢
佛,川边一人带弓行
佛,我有一张弓，插着两枝箭，要射左边人，但看如来面。
佛,仰首挽弓斜搭箭
佛,搭弓上箭直向前
佛,人皆低消费
佛,低消费，俭为先
佛,费尽宝物得佳人
矂,品茶无人把目投
庚,旷野黄昏西日落，两山相对有人家
庚,同庆内高桥落成
庚,旷野日落，人居横山
庚,广结慧心人
膲,半个月焦
荚,含羞带泪会郎君
荚,先去苏南后陕东
秼,新月枝头一抹红
辫,人别双亲到异乡
擀,十人联手干十日
鞚,改革空间
鞚,改革之后，空前繁荣
呲,如此少女
呲,嘴角几回无觅处
呲,花影萧疏足迹乱
呲,赏心从此莫相违
嗔,只向直取惹怨恨
嗔,名下无虚
烦,诗书万卷化秦灰
烦,诗稿虽焚愁未了
烦,火光在前，不顾安危
辁,人生七十始称帝
晦,天天
晦,每日都来
晦,东海隐明月
晦,晴空一色海水清
晦,明月升空海水退
晦,百花头上梅初开
晦,天向梅边别有春
鹫,就在前头鸟不鸣
鹫,就在前头鸟归来
鹫,就鸟
煊,二人三点天桥见
赤,色既是空
赤,孤帆归来报好音
赤,十载翻身业
赤,小字加一撇，不作少字猜
赤,妥善安置转业干部
赤,小字加一撇，不作少字猜。
赤,转业到田间
赤,横竖要转业
觝,无角牛登上绝顶
拢,斜路出没来相扰
拢,恰如帝王才
靛,四季平安
郡,方至陕西伊人去
郡,郎前失态解裙衣
湖,大泽起义听狐声
湖,古来江左一轮圆
湖,沽杯邀月醉，杯空扶醉归
湖,十里亭中江上月
湖,广寒买酒见微山
湖,古运河畔明月照
湖,半是苦涩半是腥
湖,怀古西江月
湖,设酒斩鸡月依旧
湖,溪畔叶乱月相映
湖,清明前后叶展新
湖,自古清明少有晴
湖,京中十月，萍水相逢
湖,买酒上蟾宫
湖,二五人家水月中
湖,十一观潮
湖,月照溪边叶影斜
湖,池边叶影动寒蟾
湖,清明前后深翻田
湖,中堂翻看西江月
欲,管乐四重奏
欲,笙箫四重奏
欲,人人争先促四化
欲,四化人人争先进
炽,灾后八方来支援
炽,只见秋千人不见
炽,秋日香飘满八方
炽,炬前照八方
去,一箭爷天射云头
去,排个人字上云端
去,二人约会在西堤
去,加一笔找不到，少一笔天上飘。
去,一直深入到基层
去,高路入云端
去,丢掉一撇
去,多一撇，难寻找。
去,小荷才露尖尖角，早在蜻蜓立上头
粉,开仓济粮
粉,脱贫之后卖好粮
粉,脱贫之后有余粮
粉,盼穿秋水望家山
粉,三尺青锋挂空中
粉,别来无一字
岁,夕阳下山了
岁,多出一半
岁,白日依山尽
岁,夕阳西下一抹残。
岁,山映斜阳
岁,落日在岭陬
岁,山下一夜人一年
岁,日落西山
岁,大庚岭上暮天低
岁,大庾岭上暮天低
岁,梦到山林已杳然
岁,夕阳度西岭
岁,岁岁除夕团聚
岁,卅载春复入梦端
导,小蛇
导,小心一点有蛇
导,有蛇要小心一点
国,十二点方到
国,园外昭君含泪痕
国,主动一点显大方
国,主动周到
国,士伏处于一方兮，非主不依
国,抬手就是一巴掌
国,总是玉关情
国,徽钦囚絷泪成珠
国,皇太后在宫中
啐,从此芳心托古调
纨,残红一点杂树无
纨,初绿点染春水净
猕,小弥头上挽着弓
猕,小弥头上挽双弓
猕,弥留之际，犹见弓矢矢
迩,玉玺藏掖夹缝中
迩,扁舟共济与君同
祘,小二小二戴草帽
祘,小二小二戴帽子
律,旧笔竹简始得来
炖,但见村前烈焰起
炖,远岫前头藏古村
苴,六月荷开何处看
苴,花前月下共凭栏
载,前军埋伏西南角，早日挥戈奏凯声
载,年已古稀去栽树
载,南军战后余残垒
载,十车兵器
汹,剩水残山双剑横
汹,西江空谷清风外
绂,拓跋之后继前统
绂,残红点缀故人居
抟,此技绝后无人传
抟,携手合作定传专
抟,携手合作定传人
衒,行玄犹觉步履迟
衒,一行玄色带残红
衒,行玄犹觉步履艰
衒,行玄犹觉步履缓
鄮,投身改革，立足东部
怵,人虽离休，心一点没离。
怵,人虽离休，心一点没离
怵,春情撩动起凡心
躿,全身健康
躿,身广隶书
躿,妾身广隶
躿,一身免疫
鲝,山东山西合养鱼
鲝,加工鱼类
陇,幽篁笼罩东院前
陇,尤存新月照东邻
陇,陌头尤有斜月痕
陇,陌头布云
劳,草桥叠拥飞云动
劳,草桥飞云动
劳,爱心增加凝聚力
劳,勤苦终生功半空
劳,非常辛苦
劳,花前添点力
劳,勤苦终生功半废
劳,勤苦终生添后劲
劳,非常辛苦，非常累
贆,贼首被拘押
鳷,又见白头支前枝
屣,徙居屋前
屣,徙居屋上
屣,徙居屋前止
屣,徙居屋前止步行
屣,徙居屋下
映,明月隐约牵牛走
映,剪草耘英图日照
映,明月当空照大桥
映,与党中央保持一致
映,一旦不能有，输来其间
臋,殿下尽是尸
臋,殿下一人尸
愍,政从正出合民心
睘,孤独无伴泪涟涟
睘,孤独无伴
睘,孤独无伴泪珠飞
睘,孤独无伴泪双垂
槎,2月20日
槎,202
槎,只差十分差
俩,两人合成一个字
俩,双人拦网一人扣
俩,人人参加除病
俩,共有两人，一人在内，一人在外
俩,两旁有人
俩,落花人独立，微雨燕先飞。
俩,一人得十钱
掳,用力揪住虎头
递,涕泪空零逐扁舟
递,还不去剃头
小,尘土飞杨
小,一根棍子地上敲，两只跳蚤左右跳
小,尖端
小,为什么没有一个女人愿意嫁给小明？
小,赵本山自编自导又自演
小,不在北京在南京
小,鱼游左右戏钓钩
小,村落一边傍远树，露珠轻耪稀微
小,尘土飞扬
小,双鲤游来垂钓旁
小,一钩钓得两尾鱼
小,节约应归本人
小,生子当如仲谋也
<,座中无人
言,纵横计不就
言,调休一周
言,失信于人
言,用人不疑
言,群雁追舟―巡2110
言,猜谜已入迷
言,人带秋鸿至
言,用人则不疑
言,群雁追舟巡2110
言,人无信不立
言,樱唇片片表芳心
言,八哥的传说
言,狱中
言,:群雁追舟巡2110
言,芳心在其中，缄口难表白。
言,来人必系淮阴侯
言,人似秋鸿来有信
言,笑星开口
渗,远山横雁阵，近水飘柳丝
渗,台北，大雨，风向东北，风力三级
狄,后舍灯犹织
狄,狗发脾气
狄,黄耳定从秋后到
狄,灯猜之前闻笛声
狄,两点人来可先猜
狄,献
狄,狼烟起，闻敌西方来
蒸,丞见北方一飞燕
蒸,书法谜：曲水一带马蹄痕
鬿,与鬼斤一斤
鬿,与鬼斤斤不同
茌,廿载旧时官
争,心急必失，小心必得
争,清清流水寂无声
争,睁眼瞎
争,个个会做筝
争,偏寻春色绝尘嚣
惬,夹缝之中休要入
惬,愉悦心情
倜,一周假日有空暇
倜,先秦前汉
倜,同心加入少先队
炳,三名已定合该然
炳,灾后两人杳无踪
炳,重点大变化，破格来用人
炳,病中书页能解烦
羸,听雷声几度星落，望洋叹汉王归天
莠,十全十美
莠,飞燕倾城倾国貌
钻,金店开在五羊城
钻,北宋沦亡归谁有
胼,连月不开，用字莫猜
胼,清辉四起并高楼
胼,清辉四起并举杯
良,人以食为天
良,八卦山巅星斗悬
良,人来就餐
良,浪子回头是岸
良,人以食为先
良,打狼误把狗打死
良,有水能淘沙，有犬羊害怕，有米做食品，有女叫妈妈。
